Title,Current_Price,Original_Price,Discount,Rating,Ratings_Count,Reviews_Count,Features
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th,"₹54,990","₹65,900",16,N/A,N/A,N/A,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1Y warranty
Infinix GT Book Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA,"₹89,990","₹1,29,990",30,4.5,218,22,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Control Center | 1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter
HP 15 (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15 G10 Thin and Light Lap,"₹40,990","₹54,990",25,4.3,6,1,"AMD Ryzen 5 Quad Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Onsite Warranty"
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0,"₹15,942","₹21,990",27,3.9,331,24,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | MyASUS | 1 Year Onsite Warranty
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ,"₹38,990","₹69,990",44,4.3,"5,211",422,"Intel Core i3 Processor (13th Gen) | 8 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
Lenovo V 15 (2025) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light,"₹48,990","₹84,990",42,4.3,8,0,"Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Accidentaly Damage Protection + Onsite"
DELL Inspiron 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin ,"₹69,990","₹85,000",17,5,6,2,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Onsite Hardware Service
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ ,"₹51,730","₹82,789",37,4.4,"17,362","1,556",Intel Core i5 Processor (13th Gen) | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L,"₹43,990","₹57,499",23,4.4,"9,993",998,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
DELL G7 Intel Core i9 10th Gen 10885H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce R,"₹2,08,399","₹2,27,250",8,4,45,7,"NVIDIA GeForce RTX 2070 | 15.6 inch Full HD LED Backlit Anti-glare Display, 300 Hz, 300 Nits | 4-zone RGB keyboard with WASD and chassis lighting | Game shift key for Turbo boost of power | In-built Alienware Command center software with enhanced control over system settings | Intel Core i9 Processor (10th Gen) | 16 GB DDR4 RAM | 64 bit Windows 10 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home and Student 2019 | 1 Year Onsite Warranty"
Lenovo V14 Gen 5 (2026) DDR5 5600Mhz Intel Core 7 14th Gen 240H - (8 GB/512 GB SSD/Windows 11 Home) V1,"₹60,990","₹1,00,990",39,N/A,N/A,N/A,"Intel Core 7 Processor (14th Gen) | 8 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year"
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho,"₹57,990","₹88,999",34,4.3,"7,885",606,Intel Core i5 Processor (11th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty
HP 15 (2025) AMD Ryzen 3 Quad Core 7335U - (16 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light L,"₹39,990","₹45,000",11,4.3,3,1,"AMD Ryzen 3 Quad Core Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 | 1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,"₹49,990","₹93,690",46,4.4,"2,821",306,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty
ASUS ExpertBook P1 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S7222,"₹55,990","₹89,990",37,4.5,85,5,Intel Core 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Limited Warranty
DELL Inspiron Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap,"₹51,990","₹64,382",19,4.1,11,0,"Intel Core i5 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager,Dell Support Assist) | 1 Year Onsite Hardware Service"
Apple MacBook Pro M3 - (8 GB/512 GB SSD/macOS Sonoma) MR7J3HN/A,"₹1,42,990","₹1,69,900",15,4.1,50,4,"Apple M3 Processor | 8 GB Unified Memory RAM | Mac OS Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos | 1 Year Limited Warranty"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind,"₹70,800","₹92,390",23,4.4,"2,761",272,Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71074WS,"₹43,990","₹74,990",41,4.3,"5,211",422,"Intel Core i3 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
MSI Katana GF66 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ,"₹74,990","₹95,990",21,3.5,8,1,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Carry-in Warranty
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ,"₹41,990","₹64,090",34,4,418,25,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Onsite Warranty
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04,"₹32,990",N/A,N/A,4,76,2,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (8 GB/512 GB SSD/Windows 11 Pro/6 GB Graphics/NVIDIA Ge,"₹83,990","₹94,520",11,4.3,7,0,Intel Core i5 Processor (13th Gen) | 8 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | NA | 1 Year Onsite Premium Support
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70,"₹15,990","₹19,990",20,3.9,190,10,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/1 TB SSD/Windows 11 Ho,"₹61,990","₹1,10,490",43,4.4,347,51,Intel Core Ultra 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Office Home & Student 2024 | 1 Year Warranty
HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L,"₹45,990","₹47,890",3,4,81,4,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office H&S Edition 2024 | 1 Year Carry-in Warranty
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT,"₹1,37,142",N/A,N/A,4.4,9,2,AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.89 cm (16.1 Inch) Display | 1 Year Carry-in Warranty
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0,"₹15,942","₹21,990",27,3.9,331,24,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | MyASUS | 1 Year Onsite Warranty
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ,"₹38,990","₹69,990",44,4.3,"5,211",422,"Intel Core i3 Processor (13th Gen) | 8 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ","₹73,990","₹1,22,990",39,4,22,2,"Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty"
HP EliteBook 845 G11 AMD Ryzen 5 8540U - (16 GB/512 GB SSD/Windows 11 Pro) EliteBook 845 G11 Business ,"₹58,847","₹96,990",39,4.7,10,1,AMD Ryzen 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty
DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,"₹42,252","₹51,990",18,4.2,"1,234",74,"Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager,Dell Support Assist) | 1 Year Onsite Hardware Service"
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF,"₹90,990","₹99,790",8,4.3,"2,685",209,Intel Core i5 Processor (13th Gen) | 24 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 | 1 Year Carry-in Warranty
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ ,"₹51,730","₹82,789",37,4.4,"17,362","1,556",Intel Core i5 Processor (13th Gen) | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L,"₹43,990","₹57,499",23,4.4,"9,993",998,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA,"₹89,990","₹91,400",1,4.2,52,4,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 2 Year Onsite Warranty
Lenovo IdeaPad Pro 5 Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 Thin and Light,"₹1,34,990","₹1,67,890",19,4.4,47,1,Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,"₹49,990","₹93,690",46,4.4,"2,821",306,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty
ASUS ExpertBook P1 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S7222,"₹55,990","₹89,990",37,4.5,85,5,Intel Core 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Limited Warranty
Acer Aspire 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) A315-58 Thin and Light,"₹43,490","₹59,990",27,4.1,264,27,"Intel Core i5 Processor (11th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Acer Care Center, Quick Access, Acer Product Registration | 1 Year International Travelers Warranty (ITW)"
ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS,"₹3,99,990","₹4,01,990",N/A,N/A,N/A,N/A,"Intel Core Ultra 9 Processor | 32 GB DDR5 RAM | Windows 11 Home Operating System | 2 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity) + Microsoft 365 Basic*(1 Year Validity), McAfee 1 Year | 1 Year Onsite Warranty"
Acer ‎Acer One 14 AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) Z2-493 Thin and Ligh,"₹45,990","₹49,990",8,N/A,N/A,N/A,AMD Ryzen 5 Quad Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | 1 Year Onsite Warranty
"ASUS Zenbook S 16 OLED (2025) with Touch Screen, Backlit Keyboard, AI PC AMD Ryzen AI 7 Octa Core 350 ","₹1,34,990","₹1,70,990",21,5,7,0,AMD Ryzen AI 7 Octa Core Processor | 24 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Touchscreen Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind,"₹70,800","₹92,390",23,4.4,"2,761",272,Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71074WS,"₹43,990","₹74,990",41,4.3,"5,211",422,"Intel Core i3 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
DELL Inspiron Intel Core i3 10th Gen 1005G1 - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,"₹42,629","₹42,881",N/A,3.7,316,48,"Intel Core i3 Processor (10th Gen) | 4 GB DDR4 RAM | 64 bit Windows 10 Operating System | 1 TB HDD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home and Student 2019 | 1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
HP Pavilion 14 Intel Core 3 100H - (8 GB/512 GB SSD/Windows 11 Home) EK2033TU 2 in 1 Laptop,"₹57,290","₹75,793",24,N/A,N/A,N/A,Intel Core 3 Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Touchscreen Display | 1 Year warranty
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70,"₹15,990","₹19,990",20,3.9,190,10,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/1 TB SSD/Windows 11 Ho,"₹61,990","₹1,10,490",43,4.4,347,51,Intel Core Ultra 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Office Home & Student 2024 | 1 Year Warranty
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1505CKA-S7,"₹23,990",N/A,N/A,4,72,5,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,"₹90,590","₹1,14,900",21,4.6,648,45,"Apple M3 Processor | 16 GB Unified Memory RAM | Mac OS Operating System | 256 GB SSD | 34.54 cm (13.6 Inch) Display | Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather | 1 Year Limited Warranty"
Acer AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) UN.31ZSI.013 Laptop,"₹44,990","₹59,999",25,N/A,N/A,N/A,AMD Ryzen 7 Octa Core Processor (5th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 YEAR
HP 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0668TU Thin and Light Lap,"₹48,990","₹56,001",12,4.1,868,51,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0,"₹15,942","₹21,990",27,3.9,331,24,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | MyASUS | 1 Year Onsite Warranty
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ,"₹38,990","₹69,990",44,4.3,"5,211",422,"Intel Core i3 Processor (13th Gen) | 8 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty"
ASUS ROG Strix G16 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID,"₹1,25,752","₹1,30,500",3,4.1,243,20,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 14IAH8 Thin and,"₹71,200","₹88,999",19,4.2,735,61,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ ,"₹51,730","₹82,789",37,4.4,"17,362","1,556",Intel Core i5 Processor (13th Gen) | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L,"₹43,990","₹57,499",23,4.4,"9,993",998,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
Acer Nitro 5 Intel Core i5 7th Gen 7300HQ - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics/NVIDIA GeForc,"₹60,407",N/A,N/A,4.4,854,187,"Acer Coolboost Technology Delivers Heightened Fan Speeds and Cooling Ability | Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features) | Dolby Plus Acer TrueHarmony Technology Offers Immersive Sound | NVIDIA Geforce GTX 1050 for Desktop Level Performance | Intel Core i5 Processor (7th Gen) | 8 GB DDR4 RAM | 64 bit Windows 10 Operating System | 1 TB HDD | 39.62 cm (15.6 Inch) Display | Acer Care Center, Acer Configuration Manager, Quick Access, Acer Collection, Acer Hover Access, Acer Portal | 1 Year International Travelers Warranty (ITW)"
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li,"₹57,990","₹69,990",17,4.5,158,17,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR4X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 year Onsite Warranty
Lenovo Ideapad 720S Intel Core i7 8th Gen 8550U - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin an,"₹85,299","₹86,000",N/A,2.3,3,0,"Intel Core i7 Processor (8th Gen) | 8 GB DDR4 RAM | 64 bit Windows 10 Operating System | 512 GB SSD | 33.78 cm (13.3 Inch) Display | Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0 | 1 Year Onsite Warranty"
Apple MacBook AIR M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7W4HN/A,"₹85,900",N/A,N/A,4.7,"12,864",818,"Apple M2 Processor | 16 GB Unified Memory RAM | Mac OS Operating System | 256 GB SSD | 34.54 cm (13.6 Inch) Display | Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather | 1 Year Limited Warranty"
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,"₹49,990","₹93,690",46,4.4,"2,821",306,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty
ASUS ExpertBook P1 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S7222,"₹55,990","₹89,990",37,4.5,85,5,Intel Core 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Limited Warranty
Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,"₹99,990","₹1,14,900",12,4.6,648,45,"Apple M3 Processor | 8 GB Unified Memory RAM | Mac OS Operating System | 256 GB SSD | 33.02 cm (13 Inch) Display | Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos | 1 Year Onsite Warranty"
